,loss,epoch,time,accuracy,f1_score,split
0,0.2745000401125682,0,1.9874613285064697,0.1151560256448585,0.11061533333883242,train
1,0.06585967825017106,1,1.951584815979004,0.15332893341576048,0.15765791927763434,train
2,0.0496783234934261,2,1.9907097816467285,0.34560337486191056,0.3430442481146858,train
3,0.03562206075291292,3,1.9764072895050049,0.507588619726937,0.5086788928182902,train
4,0.027725610879922376,4,1.9910016059875488,0.5894827379045291,0.5963395105543332,train
5,0.023012322992094898,5,1.9263765811920166,0.646011471748352,0.6558720994918927,train
6,0.019721929076210443,6,1.956972599029541,0.7210043236986651,0.7369072374830485,train
7,0.017524136185798803,7,1.945713758468628,0.7680698743849518,0.7838209768362632,train
8,0.01592664683984427,8,1.9265615940093994,0.7957937145830558,0.8076055343167385,train
9,0.014648465338907712,9,1.9590041637420654,0.8138437143490906,0.8255206327503526,train
10,0.013625515414855882,10,1.9123213291168213,0.8221905376753665,0.8302530002756923,train
11,0.012794713796262793,11,1.9507806301116943,0.8364311236726939,0.8440855173966879,train
12,0.012071779099609152,12,1.9526574611663818,0.8459537671475856,0.851302363063317,train
13,0.011483065052072524,13,1.9255897998809814,0.8535839150869765,0.8605169322604742,train
14,0.010996855429430961,14,1.9473912715911865,0.860025273776,0.8645617930655599,train
15,0.010487374043461267,15,1.9834320545196533,0.8630344154894488,0.8686939541734161,train
16,0.009973249945509542,16,1.9290869235992432,0.871585958910966,0.8762235295256613,train
17,0.009579306187803999,17,2.0063934326171875,0.8754886206841958,0.8785946733044601,train
18,0.00923210792858705,18,2.0652384757995605,0.8840888221334487,0.8865514139651166,train
19,0.00892308714973543,19,2.0468266010284424,0.8840446648673751,0.8870030986420929,train
20,0.008679971627674674,20,2.1024672985076904,0.8902373867860416,0.8927751510724391,train
21,0.00825028728926024,21,2.141686201095581,0.8915626203009099,0.8949334822374487,train
22,0.008093285823032972,22,2.0575456619262695,0.9008803721984047,0.9027531687382413,train
23,0.007697633856372878,23,2.080681085586548,0.8983473327002384,0.8991159984082459,train
24,0.007548226476890928,24,2.044456958770752,0.90116605603885,0.9021840649476627,train
25,0.007216689630850709,25,2.058739423751831,0.9026273689943457,0.9037978850084448,train
26,0.006999813240596384,26,2.079979658126831,0.9083344233063196,0.9094938688777845,train
27,0.006888228381616923,27,2.0567703247070312,0.9137784355322158,0.914601066661044,train
28,0.00660343888981569,28,1.9591126441955566,0.9125733803236403,0.9147263291484946,train
29,0.0064879735793328605,29,2.03337025642395,0.9157159485958161,0.9169605959520796,train
30,0.006295966845777963,30,1.9916696548461914,0.9214877351813001,0.9220148246217698,train
31,0.006195093629455325,31,1.9701178073883057,0.9188981197418005,0.9187185568798647,train
32,0.005932158239478572,32,1.9694292545318604,0.9230616455197606,0.9237589571361933,train
33,0.0059349080781051404,33,2.007840394973755,0.9248586588948625,0.9256988702711049,train
34,0.005785834616482903,34,2.0062081813812256,0.925419655910657,0.9267725294163124,train
35,0.005641394803154119,35,1.9797229766845703,0.9255095306181419,0.9268233144744925,train
36,0.00550340304595624,36,1.9855387210845947,0.9320777103406693,0.9320714815874035,train
