,loss,epoch,time,accuracy,f1_score,split
0,0.2715893452456709,0,2.8069658279418945,0.11497565486165005,0.11212788523198158,train
1,0.08798512129923478,1,2.233355760574341,0.11481722597041272,0.11357496283388355,train
2,0.07864790719537094,2,2.2087881565093994,0.11884326623553296,0.12051222712684058,train
3,0.0702062519118699,3,2.2396512031555176,0.1611779837069316,0.17513077684035333,train
4,0.06277329303273307,4,2.2034976482391357,0.2396061857631918,0.26613501077496654,train
5,0.05592181202626717,5,2.2012853622436523,0.3071144921089902,0.33384734365011404,train
6,0.04984896855772492,6,2.2310359477996826,0.36665788890289014,0.3918588011099157,train
7,0.04512926615384282,7,2.2463221549987793,0.41912806706167843,0.44328334567758654,train
8,0.04122334899877226,8,2.4269156455993652,0.47409653127329227,0.5003726322178417,train
9,0.03811438890398906,9,2.2231054306030273,0.5246932133183664,0.5539977469721253,train
10,0.03527095557905411,10,2.2465503215789795,0.5687772241974746,0.5971648245710447,train
11,0.03296010888654713,11,2.3093461990356445,0.6035907969795218,0.6301868822688665,train
12,0.03131318941355973,12,2.2252354621887207,0.6310957077559686,0.6551228597386823,train
13,0.02936775190861798,13,2.2126026153564453,0.6492179100632939,0.6708883895689371,train
14,0.027847003919371574,14,2.239844799041748,0.6703577186903812,0.6906003597657067,train
15,0.026691867428956923,15,2.2820217609405518,0.68911120716423,0.7062625407086418,train
16,0.025448694869723162,16,2.2622883319854736,0.6956958429281153,0.7113662561007132,train
17,0.024294097156843046,17,2.2739503383636475,0.7119229981730902,0.7270146452212931,train
18,0.0229967720085301,18,2.3006367683410645,0.7307007008641618,0.7447245397980501,train
19,0.02194065781064111,19,2.2735555171966553,0.7351194101476995,0.7496746726894161,train
20,0.021335401308164848,20,2.23178768157959,0.7448943501724469,0.7568573579701313,train
21,0.020323302702880665,21,2.204414129257202,0.762517691201664,0.7753305585889447,train
22,0.019489900908031946,22,2.220050096511841,0.7679516408329401,0.779678572826342,train
23,0.018610631139070678,23,2.274320602416992,0.7792812555960479,0.7899771543189985,train
24,0.017955635750670502,24,2.239976644515991,0.7849994645303365,0.7933764097902389,train
25,0.017340330648870295,25,2.217440605163574,0.7940008704102935,0.8032104734136195,train
26,0.016810595541598448,26,2.238013744354248,0.7986464667428871,0.8066137389604486,train
27,0.016174796605928205,27,2.2673561573028564,0.8079729509245018,0.8147338613833817,train
28,0.015395580824880366,28,2.251343011856079,0.8152957235490542,0.8213785988594785,train
29,0.014873527400916896,29,2.2100160121917725,0.8173307267299817,0.8257901904794784,train
30,0.014314782380387357,30,2.2652273178100586,0.8245942060388031,0.8308280098139561,train
31,0.013938533408983116,31,2.266273021697998,0.829452591632113,0.8350278187992904,train
32,0.0132588675576591,32,2.2671549320220947,0.8328729376434465,0.8388360281196977,train
33,0.013124748841691805,33,2.2649338245391846,0.8381885989380318,0.8443277509446024,train
34,0.012656522921662023,34,2.227323532104492,0.8433153045476162,0.8454822880260494,train
35,0.012103318169942139,35,2.257178783416748,0.8503124021451945,0.8542832345245639,train
36,0.011788409430817924,36,2.253925085067749,0.8546469086666585,0.8590816312335889,train
37,0.011453397044326456,37,2.2951529026031494,0.8562736964714555,0.8599255848039528,train
38,0.011081328727983803,38,2.2151618003845215,0.860575452480881,0.8640301223496369,train
39,0.010709269208820846,39,2.250314235687256,0.8647071573891781,0.868252608526269,train
40,0.0103289023299483,40,2.245288372039795,0.8699638028894308,0.8744205577226869,train
41,0.010080940909004837,41,2.3156869411468506,0.8689841508593809,0.8719761038967037,train
42,0.009775089112997208,42,2.2199153900146484,0.8784697266265852,0.8809884464822217,train
43,0.009503895829215323,43,2.255621910095215,0.8766068015120295,0.8800438370954474,train
44,0.009138591486773961,44,2.322887659072876,0.8855409904601633,0.8873105907222948,train
45,0.009014040816167967,45,2.2695071697235107,0.8867318087123792,0.8901944089859113,train
46,0.008647581763938919,46,2.2817680835723877,0.8893404395270728,0.8923286650338315,train
47,0.008552165801163789,47,2.3983795642852783,0.8938291319953553,0.8954306914214393,train
48,0.0082792341693226,48,2.2496392726898193,0.8911126952508044,0.8944409621332121,train
49,0.008063889789588087,49,2.3582003116607666,0.8966629939633242,0.8981640723137214,train
50,0.007775614240311791,50,2.362252950668335,0.9034793996050581,0.9036264904267696,train
51,0.0075415881071664,51,2.2383246421813965,0.9021971881525391,0.9035992314169239,train
52,0.007444908756790322,52,2.245887517929077,0.9049440960406171,0.9073163522131622,train
53,0.0072366052568658915,53,2.27227520942688,0.9054852536707642,0.9065299877273194,train
54,0.007000635702646675,54,2.2417068481445312,0.9073924217245845,0.9080479719372708,train
55,0.006972140342989991,55,2.2431225776672363,0.9127049193566915,0.9127252043515511,train
56,0.006727602160196319,56,2.3124518394470215,0.9135007987261362,0.9152078852566609,train
57,0.006419921958668408,57,2.233229398727417,0.9163328369820579,0.917894363946415,train
58,0.006301806794807256,58,2.2090840339660645,0.9153468998526658,0.9169094489212731,train
59,0.00621694107412664,59,2.31117582321167,0.920516444230134,0.9204301015391165,train
60,0.006094653695845098,60,2.250678539276123,0.9181871114124741,0.9188105309199636,train
61,0.005772578942903438,61,2.253706216812134,0.9265823550267752,0.926439381677632,train
62,0.0056871346676412434,62,2.2372043132781982,0.9269250013562161,0.9285369739445576,train
63,0.005671298340178288,63,2.2780673503875732,0.9261419798898806,0.9267864758170004,train
64,0.005469485283097367,64,2.3117949962615967,0.9315832991806413,0.9313813327113697,train
65,0.005299857808308833,65,2.248082399368286,0.9299377012904522,0.9299336761439851,train
66,0.005235124874758218,66,2.2318437099456787,0.9308387873384567,0.930629846446878,train
67,0.005066481227710725,67,2.2199923992156982,0.9354619019938493,0.9346697691632838,train
68,0.004916243015280405,68,2.2905702590942383,0.935395939882361,0.9358693953255586,train
69,0.004825937436922222,69,2.2597568035125732,0.935190448185306,0.9342612129952207,train
70,0.0046031911429023084,70,2.231529951095581,0.9375067315231966,0.9376339389685889,train
71,0.004660070020769636,71,2.2340638637542725,0.9379403280234283,0.938780863355667,train
72,0.004501382822960038,72,2.2949752807617188,0.9443740354583584,0.9449918358363975,train
