,loss,epoch,time,accuracy,split
0,1.0908476357106809,0,2.6002936363220215,0.39488607589845304,train
1,1.0809141176718253,1,2.0738792419433594,0.40639731619093156,train
2,1.0712447696261935,2,2.2540102005004883,0.40893284093450616,train
3,1.0573805371920268,3,2.04341459274292,0.423840269446373,train
4,1.0376353363196056,4,2.1589226722717285,0.4532992442448934,train
5,1.0100920928849115,5,2.1080429553985596,0.5000427690921007,train
6,0.9703315937960589,6,2.0464415550231934,0.5663523927882865,train
7,0.930045900521455,7,2.2060630321502686,0.6224428260767901,train
8,0.8855155485647696,8,2.1178689002990723,0.6594988725803517,train
9,0.8431851654141037,9,2.027845859527588,0.7008476742991695,train
10,0.7982158097955916,10,2.041494131088257,0.7180757257673476,train
11,0.7628237914156031,11,2.106583833694458,0.7434605426258512,train
12,0.7162920225549627,12,1.9624643325805664,0.7585944897598691,train
13,0.680282367600335,13,2.1876349449157715,0.7795154728271343,train
14,0.6479054347232536,14,2.0925490856170654,0.7884035386421062,train
15,0.620698027588703,15,2.1897659301757812,0.8007675221672764,train
16,0.5976862283768477,16,2.1646921634674072,0.8042550561604677,train
17,0.5804381144267542,17,2.0804436206817627,0.8155397783826899,train
18,0.554967897909659,18,2.2639853954315186,0.8263904728271343,train
19,0.5314074760233914,19,2.046278715133667,0.8297143236354545,train
20,0.5085237627779996,20,2.0588183403015137,0.8344543079535166,train
21,0.49603821447602026,21,2.137995719909668,0.8411474172715787,train
22,0.4830963451553274,22,2.1654751300811768,0.8464909229013655,train
23,0.4691551035201108,23,2.1183974742889404,0.8475759923458099,train
24,0.45267782553478525,24,2.1922898292541504,0.8555579847759671,train
25,0.43104348745610976,25,2.1807196140289307,0.8564582489154957,train
26,0.4272889373479066,26,2.1602773666381836,0.8623482485612234,train
27,0.4169106384118398,27,1.8953111171722412,0.8643737115241863,train
28,0.4050135021960294,28,2.21514630317688,0.8666256931093004,train
29,0.4016078456684395,29,2.3412182331085205,0.8725669097017359,train
30,0.39190942600921347,30,2.1834726333618164,0.87471804022789,train
31,0.3843374486874651,31,2.1529452800750732,0.8769758299545005,train
32,0.3691452117981734,32,2.034343957901001,0.8788851289837448,train
33,0.36417442670574895,33,2.344966411590576,0.8841219754130752,train
34,0.3507979208672488,34,2.2148048877716064,0.8873523672421774,train
35,0.34970271918508744,35,2.0615649223327637,0.8903050235024205,train
36,0.341132361303877,36,2.1012988090515137,0.8928653653021212,train
37,0.33537344441369726,37,2.103349208831787,0.8931584126419492,train
38,0.3285858719437211,38,2.029858350753784,0.8964632539837448,train
39,0.31980979166649004,39,2.161355495452881,0.8974226569687879,train
40,0.3082992144756847,40,2.2299582958221436,0.9035048539991732,train
41,0.30617346035109627,41,2.005035400390625,0.9045936189315937,train
42,0.301439484236417,42,2.097846269607544,0.9056786883760382,train
43,0.2944194423379721,43,2.112241744995117,0.9077194642137598,train
44,0.288690997770539,44,2.286452054977417,0.9099123069533596,train
45,0.2867284193634987,45,1.9997615814208984,0.9101446337170072,train
46,0.2794001817151352,46,2.2056946754455566,0.9149474523685597,train
47,0.27726002037525177,47,2.2101809978485107,0.9169444022355256,train
48,0.26767203818868707,48,2.2290000915527344,0.9177401198281182,train
49,0.2655188264670195,49,2.0628812313079834,0.9201330807473924,train
50,0.26249509691088285,50,2.315615177154541,0.9190385065696858,train
51,0.2588935591004513,51,2.086979627609253,0.9180389764132323,train
52,0.25367291630418215,52,2.012768030166626,0.9202719485318219,train
53,0.2471242938880567,53,2.2305965423583984,0.9237003458870782,train
54,0.24631521022982067,54,1.972867727279663,0.9259011094216947,train
55,0.23883410074092723,55,2.2470149993896484,0.9264645002506398,train
56,0.23537351963696657,56,2.2423348426818848,0.9284176252506398,train
57,0.2364141927273185,57,2.1563167572021484,0.9247283891395286,train
58,0.23244563269394417,58,2.181218147277832,0.9280807519400561,train
59,0.23051124369656598,59,2.1952898502349854,0.931817509509899,train
60,0.22181453473038143,60,2.3665990829467773,0.9327293910362102,train
61,0.21752655492336662,61,2.1762614250183105,0.9342484882584324,train
62,0.21774301940092333,62,2.0590691566467285,0.9335974465917658,train
63,0.21592061469952264,63,2.20408034324646,0.9353620696950842,train
64,0.21356314751836988,64,2.244178533554077,0.9347833659913805,train
65,0.21108946949243546,65,2.0686848163604736,0.938135728791908,train
66,0.21030909016176505,66,2.3832502365112305,0.9380005575992443,train
67,0.20539333436776092,67,2.4353346824645996,0.9363024632136027,train
68,0.19741605760322678,68,2.161383628845215,0.9410387520436887,train
69,0.19944847388951867,69,2.3038570880889893,0.9428852178432323,train
70,0.1949762475711328,70,2.1348695755004883,0.9427463500588028,train
71,0.19423510354978066,71,2.1805169582366943,0.94301669354792,train
72,0.1865351333938263,72,2.1590282917022705,0.9456055484436177,train
73,0.18350263229674763,73,2.1138370037078857,0.9437685862735465,train
74,0.18562350256575477,74,2.117049217224121,0.9455865389770932,train
75,0.1804520663011957,75,2.220268964767456,0.9471151409325776,train
76,0.17669885329626225,76,2.4803237915039062,0.948002204850868,train
77,0.17594660639210982,77,2.1616859436035156,0.9502885065696858,train
78,0.1758555935488807,78,2.018369197845459,0.9512917344216947,train
79,0.1713406769213853,79,2.1073827743530273,0.9502885065696858,train
80,0.17327095278435284,80,2.1839988231658936,0.9513640723846577,train
81,0.1684519331212397,81,1.999889850616455,0.9526756593474636,train
82,0.16696388922907687,82,2.096479892730713,0.9527289889476918,train
83,0.16397168915028926,83,2.1219329833984375,0.9564467381547999,train
84,0.16487325700344863,84,2.0678422451019287,0.9532733725176917,train
85,0.16208259678549236,85,2.2400176525115967,0.9543737537331052,train
86,0.16015151515603065,86,2.205181121826172,0.9554873362735465,train
87,0.15392531371778911,87,2.3460919857025146,0.9562735491328769,train
88,0.1560463542463603,88,2.178145170211792,0.9572672722516237,train
89,0.152556876755423,89,1.9890365600585938,0.9555786825992443,train
90,0.1545166806490333,90,2.102638006210327,0.9565914140807258,train
