,loss,epoch,time,accuracy,split
91,0.15146424345396184,91,2.1420907974243164,0.9560602318357538,train
92,0.14752663671970367,92,2.16585111618042,0.9584626963845005,train
93,0.14512274690248347,93,2.2814066410064697,0.958081998206951,train
94,0.14470000889290263,94,2.182551383972168,0.9604786557179911,train
95,0.1413826763767887,95,2.117248773574829,0.9596449213999289,train
96,0.13965129797105436,96,2.146941900253296,0.9604881593474636,train
97,0.13522393822118087,97,2.0232183933258057,0.9603778046590311,train
98,0.13821253297781502,98,1.8655834197998047,0.9612020353476206,train
99,0.1342031892940954,99,2.174905300140381,0.9637338640513243,train
0,1.0853196538012961,0,0.7911303043365479,0.40531238783960755,val
1,1.0764826069707456,1,0.9702482223510742,0.40468497379966406,val
2,1.0659779984018076,2,1.103625774383545,0.4082908500795779,val
3,1.0502731385438338,3,0.8239161968231201,0.423167726267939,val
4,1.0294850157654805,4,1.0026755332946777,0.45418612982915796,val
5,1.0010667287785073,5,0.9784104824066162,0.5103895301404207,val
6,0.9623113974280979,6,0.9174954891204834,0.5696794701659161,val
7,0.9208283217056937,7,0.8117458820343018,0.6181419543598009,val
8,0.8800472021102905,8,0.8932223320007324,0.6578669599864794,val
9,0.8439954674762228,9,0.9278256893157959,0.6882818108019622,val
10,0.8066717360330664,10,0.8475444316864014,0.7045047490493112,val
11,0.7544846560644067,11,0.871812105178833,0.7291900593301525,val
12,0.7334888940272124,12,0.8053255081176758,0.737721209940703,val
13,0.7142861511396326,13,0.9892435073852539,0.7471633009288622,val
14,0.6804705910060717,14,0.8274550437927246,0.7572819357332976,val
15,0.6588172031485516,15,1.003563404083252,0.7609397457993549,val
16,0.6424110454061757,16,0.8959791660308838,0.7682918621146161,val
17,0.6199184215587118,17,0.9162235260009766,0.7710611872051073,val
18,0.6101566268050153,18,0.7972853183746338,0.7781129298002823,val
19,0.5948298521663832,19,0.903693675994873,0.780680132948834,val
20,0.5774191890073859,20,0.9013636112213135,0.7880420736644579,val
21,0.5800147600795912,21,0.8038620948791504,0.7847632377044015,val
22,0.555274231278378,22,0.8180913925170898,0.7884828085484712,val
23,0.5557453852632771,23,0.9261698722839355,0.7906485795974731,val
24,0.5415026415949282,24,0.9126169681549072,0.7918402474859486,val
25,0.5364115186359572,25,0.9316425323486328,0.7970925595449365,val
26,0.5268173243688501,26,0.9402358531951904,0.797722780186197,val
27,0.5236034432183141,27,0.805854320526123,0.7991600788157919,val
28,0.5222789567449818,28,0.792006254196167,0.8011981222940527,val
29,0.5163057420564734,29,1.1648736000061035,0.8039548137913579,val
30,0.5067881967710413,30,0.9956614971160889,0.8043071212975875,val
31,0.5042088588942653,31,0.8260071277618408,0.8049247109371683,val
32,0.5016034958155259,32,0.9300310611724854,0.8065739533175593,val
33,0.49516652070957684,33,1.0071766376495361,0.8073220771291981,val
34,0.49686991909275885,34,0.8127174377441406,0.8064434165539949,val
35,0.49073571355446527,35,0.8859286308288574,0.8077529876128487,val
36,0.48794460944507434,36,0.9008228778839111,0.8078807151835897,val
37,0.48668293330980383,37,0.8273453712463379,0.8115385252496471,val
38,0.48625760622646497,38,0.9081063270568848,0.8125477225884147,val
39,0.48294979074726935,39,1.0056073665618896,0.8102093053900677,val
40,0.48079940028812573,40,0.9199910163879395,0.8119371507478796,val
41,0.4788036165030106,41,0.9228019714355469,0.8137365812840669,val
42,0.47626996299494867,42,0.8923354148864746,0.8124887710032256,val
43,0.47646146235258685,43,0.9752047061920166,0.810894269010295,val
44,0.47942188252573426,44,0.8847451210021973,0.8137267568837041,val
45,0.47908210365668585,45,0.9845180511474609,0.8139064182405886,val
46,0.47710546332856885,46,0.8166418075561523,0.8140959065893422,val
47,0.47672593334446783,47,0.9761316776275635,0.8142755679462267,val
48,0.4737449171750442,48,0.8115675449371338,0.8177312586618506,val
49,0.46997573842173035,49,0.8474290370941162,0.8143541709236477,val
50,0.4749048106048418,50,0.971961498260498,0.8160230646962705,val
51,0.4718778988589411,51,1.177520751953125,0.8164637969887775,val
52,0.47821203910786175,52,0.9127097129821777,0.816284135631893,val
53,0.47365414448406384,53,0.8764560222625732,0.8176428312840669,val
54,0.47438619836517004,54,0.8569273948669434,0.8163950210032256,val
55,0.47665984086368396,55,0.9102485179901123,0.8174435185349506,val
56,0.4739994043889253,56,0.9417502880096436,0.817541770313097,val
57,0.4660534353359886,57,0.8049368858337402,0.8165157307749209,val
58,0.4708031027213387,58,0.7993896007537842,0.819220491077589,val
59,0.471025833617086,59,0.8212082386016846,0.8188808171645455,val
60,0.479883822410003,60,0.7497050762176514,0.8188808171645455,val
61,0.4734838319861371,61,1.0218086242675781,0.8197201749552852,val
62,0.47700840753057727,62,0.7990481853485107,0.8210100946219071,val
63,0.477718323469162,63,0.8437824249267578,0.8188218655793563,val
64,0.4823781290779943,64,0.7429304122924805,0.8210297460141389,val
65,0.48043518221896625,65,0.8630759716033936,0.8211083464000536,val
66,0.4808262120122495,66,0.9220294952392578,0.8199096633040387,val
67,0.48689923597418744,67,0.916254997253418,0.8197693021401115,val
68,0.4851424318292867,68,0.9595768451690674,0.8205398839452992,val
69,0.47967010477314825,69,1.0917673110961914,0.8182800697243732,val
70,0.4803795425788216,70,0.8846828937530518,0.8202100370241248,val
71,0.49222021387970966,71,0.92909836769104,0.8199293146962705,val
72,0.5022990742455358,72,0.9406859874725342,0.8207195478936901,val
73,0.4969716862491939,73,0.9604685306549072,0.8188906415649082,val
74,0.5023140272368556,74,0.8153972625732422,0.820628311323083,val
75,0.5011552883231122,75,0.8133261203765869,0.8171234960141389,val
76,0.4979986146740291,76,0.9082906246185303,0.8166631097378938,val
77,0.49971721094587573,77,1.0786230564117432,0.8176723070766615,val
78,0.5083755008552385,78,0.9165360927581787,0.8158139249552852,val
79,0.499479898939962,79,1.0679857730865479,0.817541770313097,val
80,0.5154586952665577,80,0.9502308368682861,0.8195208622061688,val
81,0.5132189561491427,81,0.8528976440429688,0.8188906415649082,val
82,0.5113817297894022,82,0.9250783920288086,0.8197201749552852,val
83,0.5192990238251893,83,0.8290212154388428,0.8200500244679658,val
84,0.5219280914120052,84,0.8380796909332275,0.8174729943275452,val
85,0.515816189672636,85,0.8906657695770264,0.8194001524344735,val
86,0.5179584635340649,86,0.8805508613586426,0.8190113513366036,val
87,0.5334576718185259,87,0.9061892032623291,0.8184821916663129,val
88,0.5213431236536606,88,0.826209545135498,0.8182112937388213,val
89,0.5459717551003331,89,0.8161606788635254,0.8193805010422416,val
90,0.533128366522167,90,0.8286149501800537,0.8170743688293125,val
91,0.5432202725306802,91,0.8112022876739502,0.8191292545069819,val
92,0.5524714304053265,92,0.9785068035125732,0.8171361270158187,val
93,0.55006361655567,93,0.9936587810516357,0.8178126682405886,val
94,0.5492907918017843,94,0.9478020668029785,0.8158434007478796,val
95,0.556860731995624,95,0.8427975177764893,0.8162546598392985,val
96,0.553068519934364,96,0.9549591541290283,0.8163430872170822,val
97,0.5786981375321097,97,1.0039055347442627,0.8148931575858075,val
98,0.5522661416426949,98,0.9091551303863525,0.8142362677532694,val
99,0.5671383868093076,99,0.8088841438293457,0.8131386430367179,val
